date,country,product,hs_code,import_volume_tons,import_price_per_ton,treated,post_treatment,tariff_rate,year,month,year_month
2017-04-01,China,Steel-ColdRolled,7209,1298.0328743908765,775.4010997318306,True,False,0.0,2017,4,2017-04
2017-05-01,China,Steel-ColdRolled,7209,1126.4962917632263,772.5062070410162,True,False,0.0,2017,5,2017-05
2017-06-01,China,Steel-ColdRolled,7209,1223.9608709948022,722.9963205905234,True,False,0.0,2017,6,2017-06
2017-07-01,China,Steel-ColdRolled,7209,1410.3661766717134,793.0346435710601,True,False,0.0,2017,7,2017-07
2017-08-01,China,Steel-ColdRolled,7209,917.38142696547,806.7670020834946,True,False,0.0,2017,8,2017-08
2017-09-01,China,Steel-ColdRolled,7209,942.7977494659018,817.5767378095774,True,False,0.0,2017,9,2017-09
2017-10-01,China,Steel-ColdRolled,7209,1288.1342375894092,731.0417901723043,True,False,0.0,2017,10,2017-10
2017-11-01,China,Steel-ColdRolled,7209,1313.0064193866483,803.6157319084439,True,False,0.0,2017,11,2017-11
2017-12-01,China,Steel-ColdRolled,7209,1363.3090239991734,890.2204070286211,True,False,0.0,2017,12,2017-12
2018-01-01,China,Steel-ColdRolled,7209,1275.6917825995695,745.2907747959806,True,False,0.0,2018,1,2018-01
2018-02-01,China,Steel-ColdRolled,7209,1235.6920364330106,745.3146240419353,True,False,0.0,2018,2,2018-02
2018-03-01,China,Steel-ColdRolled,7209,1385.4347435878844,813.6045105897321,True,False,0.0,2018,3,2018-03
2018-04-01,China,Steel-ColdRolled,7209,945.5569334943681,1003.9222619460174,True,True,0.25,2018,4,2018-04
2018-05-01,China,Steel-ColdRolled,7209,882.3752837816861,1043.1979083208098,True,True,0.25,2018,5,2018-05
2018-06-01,China,Steel-ColdRolled,7209,805.3014750143066,1118.3294733290184,True,True,0.25,2018,6,2018-06
2018-07-01,China,Steel-ColdRolled,7209,902.775102164751,922.1991768406881,True,True,0.25,2018,7,2018-07
2018-08-01,China,Steel-ColdRolled,7209,623.0611456461284,1001.4184552536184,True,True,0.25,2018,8,2018-08
2018-09-01,China,Steel-ColdRolled,7209,744.5305822011225,1018.5840276691571,True,True,0.25,2018,9,2018-09
2018-10-01,China,Steel-ColdRolled,7209,866.5548310164072,978.7215808912151,True,True,0.25,2018,10,2018-10
2018-11-01,China,Steel-ColdRolled,7209,706.6059422897392,902.1685554175916,True,True,0.25,2018,11,2018-11
2018-12-01,China,Steel-ColdRolled,7209,817.0227571899468,1039.1583324821145,True,True,0.25,2018,12,2018-12
2019-01-01,China,Steel-ColdRolled,7209,967.1390616195306,925.6386283921287,True,True,0.25,2019,1,2019-01
2019-02-01,China,Steel-ColdRolled,7209,1000.6596175971414,1021.1777732648147,True,True,0.25,2019,2,2019-02
2019-03-01,China,Steel-ColdRolled,7209,861.2713845698304,1012.4086059329495,True,True,0.25,2019,3,2019-03
2019-04-01,China,Steel-ColdRolled,7209,997.5396195112838,943.9936633214851,True,True,0.25,2019,4,2019-04
2019-05-01,China,Steel-ColdRolled,7209,1015.9931040522426,1043.603933476621,True,True,0.25,2019,5,2019-05
2019-06-01,China,Steel-ColdRolled,7209,1085.4576864762917,1075.4129149139546,True,True,0.25,2019,6,2019-06
2019-07-01,China,Steel-ColdRolled,7209,676.3745948064363,968.081797764753,True,True,0.25,2019,7,2019-07
2019-08-01,China,Steel-ColdRolled,7209,932.1953122870756,1053.5720132510837,True,True,0.25,2019,8,2019-08
2019-09-01,China,Steel-ColdRolled,7209,925.5071529459071,1244.7529634766643,True,True,0.25,2019,9,2019-09
2019-10-01,China,Steel-ColdRolled,7209,952.4477657848319,1096.7916758501135,True,True,0.25,2019,10,2019-10
2019-11-01,China,Steel-ColdRolled,7209,1050.8252645239804,1073.877910073125,True,True,0.25,2019,11,2019-11
2019-12-01,China,Steel-ColdRolled,7209,914.7096133039481,1084.1022763476228,True,True,0.25,2019,12,2019-12
2020-01-01,China,Steel-ColdRolled,7209,901.0012178193643,1032.5381580225596,True,True,0.25,2020,1,2020-01
2020-02-01,China,Steel-ColdRolled,7209,986.6329446946172,1054.584951805634,True,True,0.25,2020,2,2020-02
2020-03-01,China,Steel-ColdRolled,7209,1426.8487850010265,949.633149214862,True,True,0.25,2020,3,2020-03
2020-04-01,China,Steel-ColdRolled,7209,1176.5023384500794,968.0879112133794,True,True,0.25,2020,4,2020-04
2020-05-01,China,Steel-ColdRolled,7209,973.4352201315851,1123.5812334301727,True,True,0.25,2020,5,2020-05
2020-06-01,China,Steel-ColdRolled,7209,1010.6420028643195,1006.4462924359589,True,True,0.25,2020,6,2020-06
2020-07-01,China,Steel-ColdRolled,7209,849.8294436110048,1109.0574739403417,True,True,0.25,2020,7,2020-07
2020-08-01,China,Steel-ColdRolled,7209,816.6300292986874,1087.3216810165907,True,True,0.25,2020,8,2020-08
2020-09-01,China,Steel-ColdRolled,7209,925.2857759855721,1042.9103805340744,True,True,0.25,2020,9,2020-09
2020-10-01,China,Steel-ColdRolled,7209,1259.650804430137,1119.0994652498086,True,True,0.25,2020,10,2020-10
2020-11-01,China,Steel-ColdRolled,7209,678.0536120013589,1098.2414416270879,True,True,0.25,2020,11,2020-11
2020-12-01,China,Steel-ColdRolled,7209,940.7320302847418,1139.7362667485886,True,True,0.25,2020,12,2020-12
2016-01-01,China,Steel-Plate,7208.51,941.6218892350948,647.2837050437212,True,False,0.0,2016,1,2016-01
2016-02-01,China,Steel-Plate,7208.51,1184.0826830330811,701.5192700968463,True,False,0.0,2016,2,2016-02
2016-03-01,China,Steel-Plate,7208.51,952.9555389416336,642.3559357362706,True,False,0.0,2016,3,2016-03
2016-04-01,China,Steel-Plate,7208.51,1058.8248453194383,629.026879906167,True,False,0.0,2016,4,2016-04
2016-05-01,China,Steel-Plate,7208.51,1367.3181360421645,687.3090489699696,True,False,0.0,2016,5,2016-05
2016-06-01,China,Steel-Plate,7208.51,870.8674068497432,717.2288212468484,True,False,0.0,2016,6,2016-06
2016-07-01,China,Steel-Plate,7208.51,1334.823429551895,726.4381935486597,True,False,0.0,2016,7,2016-07
2016-08-01,China,Steel-Plate,7208.51,758.5637614981786,650.8198282109549,True,False,0.0,2016,8,2016-08
2016-09-01,China,Steel-Plate,7208.51,1171.0366723779935,642.4511877878234,True,False,0.0,2016,9,2016-09
2016-10-01,China,Steel-Plate,7208.51,1071.310119805646,722.7809707783255,True,False,0.0,2016,10,2016-10
2016-11-01,China,Steel-Plate,7208.51,915.4604292632876,682.6546814847864,True,False,0.0,2016,11,2016-11
2016-12-01,China,Steel-Plate,7208.51,633.8098989896391,635.731842650617,True,False,0.0,2016,12,2016-12
2017-01-01,China,Steel-Plate,7208.51,1148.614777291026,627.3652745378279,True,False,0.0,2017,1,2017-01
2017-02-01,China,Steel-Plate,7208.51,1483.5885916211714,621.1326483460471,True,False,0.0,2017,2,2017-02
2017-03-01,China,Steel-Plate,7208.51,1198.9933269954524,705.5485100188768,True,False,0.0,2017,3,2017-03
2017-04-01,China,Steel-Plate,7208.51,1476.6499401989122,627.3351681386691,True,False,0.0,2017,4,2017-04
2017-05-01,China,Steel-Plate,7208.51,1402.974562823244,705.7821191730185,True,False,0.0,2017,5,2017-05
2017-06-01,China,Steel-Plate,7208.51,1032.7737023428074,732.5293806616901,True,False,0.0,2017,6,2017-06
2017-07-01,China,Steel-Plate,7208.51,1160.3589543360206,680.5387223877427,True,False,0.0,2017,7,2017-07
2017-08-01,China,Steel-Plate,7208.51,1106.5472642943703,694.9636929631886,True,False,0.0,2017,8,2017-08
2017-09-01,China,Steel-Plate,7208.51,1106.0276017876872,752.6807950750945,True,False,0.0,2017,9,2017-09
2017-10-01,China,Steel-Plate,7208.51,1352.2474231601013,657.1335940610039,True,False,0.0,2017,10,2017-10
2017-11-01,China,Steel-Plate,7208.51,1488.45500619844,623.2414344248299,True,False,0.0,2017,11,2017-11
2017-12-01,China,Steel-Plate,7208.51,1217.2322357446626,758.5924947371981,True,False,0.0,2017,12,2017-12
2018-01-01,China,Steel-Plate,7208.51,1354.648780160255,698.8696249693292,True,False,0.0,2018,1,2018-01
2018-02-01,China,Steel-Plate,7208.51,1337.900863323248,708.8639513977406,True,False,0.0,2018,2,2018-02
2018-03-01,China,Steel-Plate,7208.51,1308.5952864583683,781.9293090450933,True,False,0.0,2018,3,2018-03
2018-04-01,China,Steel-Plate,7208.51,957.6056364896224,853.1687010464461,True,True,0.25,2018,4,2018-04
2018-05-01,China,Steel-Plate,7208.51,1015.3649813149877,909.0795750855837,True,True,0.25,2018,5,2018-05
2018-06-01,China,Steel-Plate,7208.51,966.929317825844,929.7406997800277,True,True,0.25,2018,6,2018-06
2018-07-01,China,Steel-Plate,7208.51,684.5757483616892,871.7705859097575,True,True,0.25,2018,7,2018-07
2018-08-01,China,Steel-Plate,7208.51,895.7890611237846,936.5392538025401,True,True,0.25,2018,8,2018-08
2018-09-01,China,Steel-Plate,7208.51,774.9147609053779,914.8010239320566,True,True,0.25,2018,9,2018-09
2018-10-01,China,Steel-Plate,7208.51,987.2189216986392,881.8382877805369,True,True,0.25,2018,10,2018-10
2018-11-01,China,Steel-Plate,7208.51,915.6896071755057,905.9859820734375,True,True,0.25,2018,11,2018-11
2018-12-01,China,Steel-Plate,7208.51,851.3478195159169,977.5363963033338,True,True,0.25,2018,12,2018-12
2019-01-01,China,Steel-Plate,7208.51,1058.8374523482044,966.6025010720332,True,True,0.25,2019,1,2019-01
2019-02-01,China,Steel-Plate,7208.51,1170.5042997926134,929.2921997649034,True,True,0.25,2019,2,2019-02
2019-03-01,China,Steel-Plate,7208.51,1096.1429456942449,915.9661286571402,True,True,0.25,2019,3,2019-03
2019-04-01,China,Steel-Plate,7208.51,1037.4332646176501,929.2325611728804,True,True,0.25,2019,4,2019-04
2019-05-01,China,Steel-Plate,7208.51,976.8743947489079,970.8481653227195,True,True,0.25,2019,5,2019-05
2019-06-01,China,Steel-Plate,7208.51,800.2668975149791,1052.604138335644,True,True,0.25,2019,6,2019-06
2019-07-01,China,Steel-Plate,7208.51,732.1223927750447,884.5621921350379,True,True,0.25,2019,7,2019-07
2019-08-01,China,Steel-Plate,7208.51,1028.6566532307868,992.7664600860726,True,True,0.25,2019,8,2019-08
2019-09-01,China,Steel-Plate,7208.51,941.8679725578232,988.1739664817427,True,True,0.25,2019,9,2019-09
2019-10-01,China,Steel-Plate,7208.51,864.9771732538196,912.7427726827367,True,True,0.25,2019,10,2019-10
2019-11-01,China,Steel-Plate,7208.51,919.0956837290589,928.0875910013702,True,True,0.25,2019,11,2019-11
2019-12-01,China,Steel-Plate,7208.51,1108.2679600126626,959.5530161618888,True,True,0.25,2019,12,2019-12
2020-01-01,China,Steel-Plate,7208.51,893.1004204811234,954.3879362340444,True,True,0.25,2020,1,2020-01
2020-02-01,China,Steel-Plate,7208.51,1121.3771950103264,945.6863232541933,True,True,0.25,2020,2,2020-02
2020-03-01,China,Steel-Plate,7208.51,956.3169406650354,991.5717349975793,True,True,0.25,2020,3,2020-03
2020-04-01,China,Steel-Plate,7208.51,1110.3082955602108,956.4389548807012,True,True,0.25,2020,4,2020-04
2020-05-01,China,Steel-Plate,7208.51,973.5692541572517,998.7665967425971,True,True,0.25,2020,5,2020-05
2020-06-01,China,Steel-Plate,7208.51,783.7873487754014,917.411883732419,True,True,0.25,2020,6,2020-06
2020-07-01,China,Steel-Plate,7208.51,849.3583668121346,983.4007481109837,True,True,0.25,2020,7,2020-07
2020-08-01,China,Steel-Plate,7208.51,972.8211588959587,1075.1185232813766,True,True,0.25,2020,8,2020-08
2020-09-01,China,Steel-Plate,7208.51,1047.098943480303,993.9831964419019,True,True,0.25,2020,9,2020-09
2020-10-01,China,Steel-Plate,7208.51,935.2067598459348,954.0684730388339,True,True,0.25,2020,10,2020-10
2020-11-01,China,Steel-Plate,7208.51,979.0480296011415,995.0897507761528,True,True,0.25,2020,11,2020-11
2020-12-01,China,Steel-Plate,7208.51,1088.4077840507134,970.9839909352792,True,True,0.25,2020,12,2020-12
2016-01-01,China,Aluminum,7601,1138.401977136176,2480.7620486884534,True,False,0.0,2016,1,2016-01
2016-02-01,China,Aluminum,7601,1092.020568917484,2292.7012630894137,True,False,0.0,2016,2,2016-02
2016-03-01,China,Aluminum,7601,1236.521598756667,2162.385196948093,True,False,0.0,2016,3,2016-03
2016-04-01,China,Aluminum,7601,1163.6805142651442,2246.216262537596,True,False,0.0,2016,4,2016-04
2016-05-01,China,Aluminum,7601,1117.1514147823248,2118.9502780414377,True,False,0.0,2016,5,2016-05
2016-06-01,China,Aluminum,7601,1063.6765261388414,2353.6476992591993,True,False,0.0,2016,6,2016-06
2016-07-01,China,Aluminum,7601,1234.1715411692564,2445.8316653909965,True,False,0.0,2016,7,2016-07
2016-08-01,China,Aluminum,7601,1309.446625018014,2152.9468289317033,True,False,0.0,2016,8,2016-08
2016-09-01,China,Aluminum,7601,1111.8480955081018,2331.2681930099498,True,False,0.0,2016,9,2016-09
2016-10-01,China,Aluminum,7601,1333.2076455663625,2167.7395017774934,True,False,0.0,2016,10,2016-10
2016-11-01,China,Aluminum,7601,928.5417236728836,2215.506894401852,True,False,0.0,2016,11,2016-11
2016-12-01,China,Aluminum,7601,801.4156413535289,2239.467116184186,True,False,0.0,2016,12,2016-12
2017-01-01,China,Aluminum,7601,1072.6301007669454,2369.4693064198127,True,False,0.0,2017,1,2017-01
2017-02-01,China,Aluminum,7601,1289.990292398,2684.206067701996,True,False,0.0,2017,2,2017-02
2017-03-01,China,Aluminum,7601,1407.5635757279076,2263.4649566034172,True,False,0.0,2017,3,2017-03
2017-04-01,China,Aluminum,7601,1125.6967461367412,2462.577774185145,True,False,0.0,2017,4,2017-04
2017-05-01,China,Aluminum,7601,1030.4650189469037,2709.3367427903663,True,False,0.0,2017,5,2017-05
2017-06-01,China,Aluminum,7601,1356.916018108193,2315.425085229572,True,False,0.0,2017,6,2017-06
2017-07-01,China,Aluminum,7601,873.5298206363684,2647.2815378531127,True,False,0.0,2017,7,2017-07
2017-08-01,China,Aluminum,7601,1078.8959747579747,2637.855670907329,True,False,0.0,2017,8,2017-08
2017-09-01,China,Aluminum,7601,849.8358511808449,2325.509995960136,True,False,0.0,2017,9,2017-09
2017-10-01,China,Aluminum,7601,1115.131455696026,2450.2685845025944,True,False,0.0,2017,10,2017-10
2017-11-01,China,Aluminum,7601,1100.9901792781134,2562.62158809316,True,False,0.0,2017,11,2017-11
2017-12-01,China,Aluminum,7601,1079.8569355926109,2438.941210636253,True,False,0.0,2017,12,2017-12
2018-01-01,China,Aluminum,7601,1330.5443447567848,2565.5412347943397,True,False,0.0,2018,1,2018-01
2018-02-01,China,Aluminum,7601,1475.8614325901726,2288.0629918365344,True,False,0.0,2018,2,2018-02
2018-03-01,China,Aluminum,7601,1166.8828743896565,2721.8711206541375,True,False,0.0,2018,3,2018-03
2018-04-01,China,Aluminum,7601,953.900415391804,2877.866369566047,True,True,0.25,2018,4,2018-04
2018-05-01,China,Aluminum,7601,1113.0977963283785,3043.158735635543,True,True,0.25,2018,5,2018-05
2018-06-01,China,Aluminum,7601,1021.894577609574,3047.8832527281793,True,True,0.25,2018,6,2018-06
2018-07-01,China,Aluminum,7601,1118.037188732298,3358.139988270004,True,True,0.25,2018,7,2018-07
2018-08-01,China,Aluminum,7601,746.3503980834342,3233.3964873679665,True,True,0.25,2018,8,2018-08
2018-09-01,China,Aluminum,7601,874.8563924377722,3316.479154125693,True,True,0.25,2018,9,2018-09
2018-10-01,China,Aluminum,7601,650.8306682433598,3209.545056959725,True,True,0.25,2018,10,2018-10
2018-11-01,China,Aluminum,7601,992.3886730274381,2792.4618503895317,True,True,0.25,2018,11,2018-11
2018-12-01,China,Aluminum,7601,706.5112231001336,2756.2951367142223,True,True,0.25,2018,12,2018-12
2019-01-01,China,Aluminum,7601,894.6139748333163,3254.6874370200894,True,True,0.25,2019,1,2019-01
2019-02-01,China,Aluminum,7601,1200.0360365338684,3154.64068135388,True,True,0.25,2019,2,2019-02
2019-03-01,China,Aluminum,7601,1238.1423318356942,2911.902143354179,True,True,0.25,2019,3,2019-03
2019-04-01,China,Aluminum,7601,733.3009458411107,3158.2236049941953,True,True,0.25,2019,4,2019-04
2019-05-01,China,Aluminum,7601,1019.9348173408963,3175.4457243354395,True,True,0.25,2019,5,2019-05
2019-06-01,China,Aluminum,7601,612.8836849940185,3178.7148730457493,True,True,0.25,2019,6,2019-06
2019-07-01,China,Aluminum,7601,687.354574924272,3325.462368594087,True,True,0.25,2019,7,2019-07
2019-08-01,China,Aluminum,7601,909.9297591203039,3055.3811576063854,True,True,0.25,2019,8,2019-08
2019-09-01,China,Aluminum,7601,771.169962399496,3047.5784201475444,True,True,0.25,2019,9,2019-09
2019-10-01,China,Aluminum,7601,857.412324589881,3415.3050484082178,True,True,0.25,2019,10,2019-10
2019-11-01,China,Aluminum,7601,759.8660930496685,3349.112186731141,True,True,0.25,2019,11,2019-11
2019-12-01,China,Aluminum,7601,882.4613572441339,3134.0543815218275,True,True,0.25,2019,12,2019-12
2020-01-01,China,Aluminum,7601,1000.8704460068163,3104.597351254191,True,True,0.25,2020,1,2020-01
2020-02-01,China,Aluminum,7601,976.3900810669054,3089.1734909043626,True,True,0.25,2020,2,2020-02
2020-03-01,China,Aluminum,7601,1374.3587699374584,3319.4063851470237,True,True,0.25,2020,3,2020-03
2020-04-01,China,Aluminum,7601,968.6044836950146,3364.060464289223,True,True,0.25,2020,4,2020-04
2020-05-01,China,Aluminum,7601,1027.3757925463756,3300.7093504821532,True,True,0.25,2020,5,2020-05
2020-06-01,China,Aluminum,7601,1093.1250050065137,3486.1213569683255,True,True,0.25,2020,6,2020-06
2020-07-01,China,Aluminum,7601,877.5498278584209,3264.6559896465365,True,True,0.25,2020,7,2020-07
2020-08-01,China,Aluminum,7601,884.9272694835113,2974.061875006537,True,True,0.25,2020,8,2020-08
2020-09-01,China,Aluminum,7601,691.1713406702172,3632.969871070237,True,True,0.25,2020,9,2020-09
2020-10-01,China,Aluminum,7601,1184.8043480565307,3361.769657038077,True,True,0.25,2020,10,2020-10
2020-11-01,China,Aluminum,7601,1068.3085444583648,3473.5800271996623,True,True,0.25,2020,11,2020-11
2020-12-01,China,Aluminum,7601,1501.8321212682856,3629.0451844124855,True,True,0.25,2020,12,2020-12
2016-01-01,South Korea,Steel-HotRolled,7208,624.7874167667311,557.1340588511795,True,False,0.0,2016,1,2016-01
2016-02-01,South Korea,Steel-HotRolled,7208,520.4205858884261,615.7662545216267,True,False,0.0,2016,2,2016-02
2016-03-01,South Korea,Steel-HotRolled,7208,611.7284329244128,540.7318219393115,True,False,0.0,2016,3,2016-03
2016-04-01,South Korea,Steel-HotRolled,7208,619.8484256143215,560.085695826509,True,False,0.0,2016,4,2016-04
2016-05-01,South Korea,Steel-HotRolled,7208,813.3427471565308,657.3187083335736,True,False,0.0,2016,5,2016-05
2016-06-01,South Korea,Steel-HotRolled,7208,635.2824622815044,689.0373186667213,True,False,0.0,2016,6,2016-06
2016-07-01,South Korea,Steel-HotRolled,7208,616.8631476882857,579.6583583362434,True,False,0.0,2016,7,2016-07
2016-08-01,South Korea,Steel-HotRolled,7208,728.9627207890376,649.8676820968636,True,False,0.0,2016,8,2016-08
